lat,lon,elev,UStmax
28.52,-82.58,6,34.3333333333333
26.68,-80.1,6,32.9333333333333
30.12,-85.2,15,33.3333333333333
28.02,-81.73,55,33.7666666666667
42.567,-108.833,2756,20.8666666666667
39.058,-108.058,3049,19.1666666666667
37.786,-108.022,3110,19.0666666666667
37.892,-108.195,2927,21.1333333333333
32.924,-108.145,2549,24.1
31.53,-84.13,55,35
31.53,-82.52,62,34
33.55,-82.33,110,32.8
33.95,-83.32,244,32.3
33.65,-84.42,306,32.1
33.47,-82.03,134,34.7666666666667
30.8,-84.65,58,34.8333333333333
34.85,-83.93,592,29.1333333333333
31.35,-84.95,82,35.3666666666667
32.38,-81.68,58,34.4333333333333
31.17,-81.5,4,33.7
31.15,-81.38,7,31.3333333333333
32.67,-83.73,149,33.5
34.48,-84.97,198,32
31.23,-84.22,55,35.1333333333333
31.87,-81.62,27,34.5333333333333
33.58,-85.07,342,31.5
34.15,-84.8,226,31.3333333333333
34.02,-85.25,244,32.2666666666667
32.17,-81.9,57,33.3333333333333
34.87,-83.38,610,29.3333333333333
31.17,-84.73,49,34.3333333333333
32.52,-84.93,118,34.4
34.22,-83.43,226,31.8333333333333
31.97,-83.78,95,35.3333333333333
33.6,-83.87,235,32.4
31.77,-84.78,140,33.9666666666667
34.55,-84.02,415,30.1333333333333
33.92,-84.83,314,31.8666666666667
34.77,-84.97,232,31.9
31.5,-82.85,76,35.0666666666667
32.55,-82.92,79,34.5333333333333
32.2,-83.2,122,34.7666666666667
34.1,-82.87,201,31.6
33.27,-84.28,290,31.7333333333333
31.72,-83.27,113,33.8
30.73,-82.13,37,35.0666666666667
34.3,-83.85,357,31.8
31.93,-81.92,52,34.0333333333333
33.03,-84.75,250,32.7333333333333
34.4,-82.92,241,31.9
32.27,-83.47,83,34.9333333333333
34.7,-83.73,454,30.2
31.03,-82.75,55,34.1333333333333
32.82,-83.17,137,34.0333333333333
34.47,-84.43,451,29.6
31.65,-81.85,31,35
31.48,-81.88,30,34.4333333333333
34.7,-85.28,247,31.1333333333333
33.05,-85.02,218,32.7333333333333
33,-82.4,104,34.4333333333333
32.7,-83.65,110,34.6
32.4,-82.07,37,34.2
32.88,-82.2,85,34.1666666666667
33.08,-83.25,122,35.1333333333333
32.87,-81.97,59,34.4
33.3,-83.68,207,32.9333333333333
31.18,-83.78,101,34.8666666666667
31.2,-81.98,21,33.9666666666667
33.43,-84.78,280,32.1666666666667
32.05,-84.37,152,33.6333333333333
30.8,-83.58,56,34.4666666666667
34.25,-85.15,189,31.4666666666667
32.95,-82.77,125,33.2333333333333
31.4,-81.28,3,32.2333333333333
32.13,-81.2,14,33.9
33.53,-83.1,210,32.5333333333333
31.72,-82.2,61,33.9666666666667
32.6,-82.33,98,34.2333333333333
32.68,-84.55,223,32.8333333333333
32.87,-84.32,203,33.1
31.5,-83.53,116,33.3
34.58,-83.32,311,31.2666666666667
30.85,-83.23,76,34.2
33.42,-82.65,155,33.1333333333333
33.72,-82.72,189,33.0333333333333
31.25,-82.32,44,35.2666666666667
31.25,-82.4,43,34.0666666666667
32.87,-85.18,175,33.1666666666667
33.98,-83.72,293,32.1333333333333
45.067,-109.95,2774,16.4333333333333
44.733,-109.917,2866,15.6333333333333
44.8,-109.65,2332,20.0333333333333
44.783,-109.567,2828,16.6333333333333
44.383,-109.8,2982,13.5333333333333
43.117,-109.95,2543,22.5
43,-109.75,2866,19.1333333333333
42.65,-109.267,2768,20.9
40.717,-109.55,2662,21.6666666666667
40.617,-109.883,2896,19.4333333333333
40.9,-109.967,2774,21.6666666666667
40.733,-109.667,2866,19.4333333333333
39.317,-109.517,2515,23.0666666666667
37.8,-109.483,2622,21.8333333333333
33.8,-109.15,2561,24.4333333333333
42.95,-112.83,1343,28.5666666666667
42.78,-112.87,1318,29.7
42.5,-112.57,1577,28.3666666666667
43.6,-115.92,998,30.7666666666667
44.07,-111.45,1603,25.5666666666667
47.98,-116.55,631,24.1333333333333
42.93,-114.95,997,31.4
43.72,-116.2,1186,29.7
43.57,-116.22,871,31.2333333333333
44.83,-116.87,562,32.8333333333333
42.88,-115.8,915,31.8
42.6,-114.75,1159,28.0666666666667
42.53,-113.77,1267,29.4666666666667
48.08,-116.07,665,26.8
43.67,-116.68,722,31.9666666666667
44.57,-116.68,808,31.0666666666667
44.53,-116.05,1485,24.4333333333333
42.55,-114.87,1168,29.1
44.5,-114.23,1577,27.8
47.77,-116.82,703,26.5666666666667
46.03,-116.38,1205,24.0666666666667
46.23,-116.48,1143,23.9333333333333
43.58,-116.75,766,29.3666666666667
45.55,-115.47,1711,21.6
43.73,-111.12,1861,25.9666666666667
44.25,-112.2,1665,27.9
46.5,-116.3,303,30.4
45.82,-115.43,1214,24.8666666666667
46.78,-116.17,888,25.0333333333333
43.32,-114.75,1531,26.2
46.1,-115.55,483,29.4666666666667
43.03,-112.43,1373,28.9
45.57,-113.92,1376,26.2333333333333
42.93,-115.32,765,34.3333333333333
42.58,-111.73,1692,26.9333333333333
42.98,-116.1,720,30.9666666666667
43.7,-113.62,1861,24.3666666666667
42.8,-114.93,876,32.8
43.98,-112.25,1464,30.4333333333333
42.6,-114.13,1237,30.9666666666667
43.3,-115.05,1525,27.5
42.35,-114.57,1379,27.9333333333333
43.78,-113,1470,29.6666666666667
43.83,-115.83,1202,28.1333333333333
43.57,-111.92,1476,28.6
43.35,-111.78,1742,25.1666666666667
43.52,-112.07,1446,28.7666666666667
43.53,-112.95,1504,29.4333333333333
44.42,-111.4,1922,24.7333333333333
42.73,-114.52,1140,30.8333333333333
47.53,-116.12,707,27.8333333333333
43.68,-114.35,1795,25.1
46.38,-117.02,438,30.2333333333333
42.12,-111.3,1806,26.5666666666667
44.08,-115.6,1180,29.4333333333333
43.92,-113.62,1797,25.6666666666667
42.17,-112.28,1362,30
42.32,-113.35,1384,30.5333333333333
42.3,-113.33,1384,29.1666666666667
44.9,-116.12,1534,24.6666666666667
42.65,-112.2,1455,29.1
44.72,-115.02,1366,28.3333333333333
42.67,-113.5,1284,29.8666666666667
46.73,-116.97,811,26.5
47.47,-115.8,1011,24.9333333333333
43.62,-116.57,753,31.4
44.97,-116.28,1180,26.3333333333333
46.25,-116.2,991,25.0333333333333
45.92,-114.83,854,27.9333333333333
42.23,-113.88,1390,27.3333333333333
43.78,-116.95,698,30.7333333333333
42.62,-113.75,1265,29.2333333333333
44.08,-116.93,655,32
43.3,-114.07,1487,28.4333333333333
42.92,-112.53,1356,29.7333333333333
49,-116.5,541,26.2333333333333
46.92,-116.88,778,25.2333333333333
46.52,-114.7,1107,26.5666666666667
48.35,-116.83,725,25.1333333333333
43.82,-111.78,1500,28.1666666666667
43.2,-116.75,1193,28.8
43.05,-114.15,1315,29.6
42.62,-113.68,1281,28.8333333333333
43.97,-111.67,1516,27.5
45.18,-113.9,1198,28.0333333333333
48.28,-116.57,640,24.8333333333333
42.93,-114.4,1211,31.2666666666667
45.37,-114.3,1037,31.8666666666667
42.65,-111.6,1763,27.0333333333333
43.25,-116.38,708,34.1
43.45,-111.37,1598,29.9666666666667
45.1,-114.85,1171,27.6333333333333
42.58,-114.47,1119,29.3666666666667
42.55,-114.35,1208,27.7
47.5,-115.88,900,24.2333333333333
45.27,-115.67,1800,22.3
46.22,-116.63,1274,22.5666666666667
44.92,-115.48,1540,24.2
45.55,-115.25,756,29.4666666666667
46.783,-110.617,2470,18.2666666666667
45,-110,2241,21.7333333333333
45.5,-110.967,2091,23.2666666666667
44.2,-110.667,2393,21.1333333333333
44.167,-110.567,2140,23.7
44.15,-110.217,2817,16.7
43.75,-110.05,2921,16.4
43.25,-110.017,2360,22.1
43.133,-110.2,2418,21.9333333333333
43.383,-110.133,2668,21.9666666666667
42.95,-110.6,2713,20.0333333333333
42.25,-110.8,2494,22.6333333333333
42.767,-110.583,2591,20.3666666666667
42.533,-110.667,2744,11.9666666666667
42.3,-110.683,2873,19.0333333333333
42.817,-110.817,2576,20.7333333333333
42.15,-110.683,2390,22.0666666666667
40.917,-110.2,2790,22.4
40.95,-110.483,2896,20.9
40.6,-110.433,3079,16.9333333333333
40.55,-110.683,2409,20.0666666666667
40.917,-110.5,3079,20.0333333333333
40.75,-110.617,3323,17.1
40.717,-110.467,3329,17.2333333333333
40.583,-110.583,3232,17.9666666666667
40.683,-110.95,3037,18.4333333333333
39.9,-110.75,2774,23.4333333333333
34.317,-110.75,2329,25.2333333333333
38.37,-88.05,137,30.5666666666667
41.23,-90.73,219,28.3
37.47,-89.23,195,30.2
41.75,-88.35,195,27.5333333333333
38.55,-89.85,135,30.5333333333333
37.13,-88.65,101,30.2333333333333
38.57,-90.22,122,30.6333333333333
37.72,-89.22,128,30.3
39.28,-89.87,192,28.8
39.48,-88.17,207,29.1333333333333
40.73,-88.72,220,28.6333333333333
41.98,-87.9,203,27.1333333333333
41.78,-87.6,181,27.8666666666667
41.78,-87.75,187,27.8333333333333
40.13,-87.65,170,27.9666666666667
39.83,-89.02,189,28.7
41.83,-89.52,213,26.8
37.43,-88.67,165,30.8333333333333
37.98,-89.2,128,29.8666666666667
39.15,-88.55,185,29.6333333333333
42.03,-88.28,250,26.5666666666667
38.38,-88.37,137,30.0666666666667
42.3,-89.6,229,26.5666666666667
41.9,-90.15,180,27.4
40.95,-90.37,238,27.4333333333333
41.17,-90.05,262,27.9666666666667
41.45,-90.17,195,27.9333333333333
40.47,-88.37,201,27.7333333333333
40.12,-91.03,223,28.7666666666667
39.72,-90.73,213,28.9666666666667
37.73,-88.52,111,30.6333333333333
40.28,-90.08,140,28.6
41.3,-89.32,140,27.7333333333333
39.15,-89.48,192,30.7666666666667
40.47,-87.67,216,27.9333333333333
39.73,-90.2,186,28.9
39.12,-90.33,195,29.2333333333333
41.5,-88.1,165,27.2333333333333
41.13,-87.88,195,28.0333333333333
37.98,-89.95,116,32.1333333333333
41.03,-89.42,146,28.3
40.58,-90.97,213,28.7333333333333
42.42,-88.05,256,25.7
41.33,-89.13,159,27.4666666666667
40.15,-89.4,180,28.8666666666667
42.25,-88.6,250,27.3666666666667
37.77,-88.9,146,28.4
39.47,-88.35,220,29.0333333333333
38.1,-88.5,146,30.4
40.9,-89.05,229,28.3
41.45,-90.5,184,28.3
40.92,-90.63,235,28.4333333333333
39.42,-89.47,192,28.5333333333333
38.42,-87.77,143,30.3
42.1,-89.98,195,28
38.35,-88.87,149,29.6
39.63,-89.03,189,29.8333333333333
38.38,-89.4,140,30.0333333333333
39,-88.17,149,28.7333333333333
40.52,-89,241,28.9333333333333
37.18,-89.4,130,30.6
38.7,-88.07,146,29.7
41.33,-88.92,160,26.7666666666667
39,-87.62,158,30.7
39.38,-89.08,213,30.0666666666667
39.62,-87.7,219,27.1333333333333
41.68,-88.98,284,26.3333333333333
40.67,-89.68,201,27.3333333333333
40.7,-88.13,210,28.6333333333333
40.88,-88.63,198,27.6666666666667
39.93,-91.2,234,28.7
40.3,-88.15,226,28.3666666666667
41.9,-89.07,238,26.8666666666667
42.2,-89.1,223,27.2
41.52,-90.57,173,27.7333333333333
40.12,-90.55,201,28.8333333333333
38.63,-88.95,168,30.8
37.17,-88.43,109,30.4666666666667
38.17,-89.7,158,30.5333333333333
39.83,-89.67,182,28.6333333333333
39.8,-88.28,198,30.2666666666667
40.1,-88.23,226,28.2
38.97,-89.12,153,29
39.5,-89.77,204,29.2666666666667
41.55,-89.6,210,27.5333333333333
38.33,-90.15,210,29.9333333333333
40.77,-87.73,192,27.8
42.37,-87.87,207,25.8333333333333
41.87,-88.1,229,28.4
39.43,-90.38,177,28.5333333333333
39.43,-88.6,209,29.2333333333333
45.717,-111.583,1456,27.0666666666667
44.967,-111.283,2744,17.7333333333333
44.6,-111.15,2073,22.3666666666667
44.5,-111.117,2485,19.4666666666667
44.95,-111.35,2393,18.1333333333333
43.217,-111.683,2003,24.2666666666667
41.467,-111.5,2732,19.0333333333333
40.85,-111.067,2774,20.5
40.3,-111.25,2439,24.5666666666667
40.367,-111.1,2439,24.0333333333333
39.683,-111.317,2683,22.1
39.317,-111.433,3049,17.8666666666667
39.133,-111.55,2439,24.1333333333333
39.033,-111.467,2805,22.8333333333333
39.467,-111.267,2805,21.5
39.133,-111.433,2988,20.7
38.683,-111.583,2866,22.6333333333333
38.217,-111.467,2988,21.1
37.833,-111.883,2896,22.0333333333333
35.067,-111.85,2195,30.3666666666667
34.933,-111.517,2287,24.9
34.45,-111.4,2226,25.9333333333333
34.617,-111.517,1866,28.3
40.1,-85.72,258,27.9333333333333
41.63,-84.98,308,26.1666666666667
40.67,-84.95,262,27.3666666666667
39.17,-86.52,251,28.4
40.8,-85.17,265,26.7666666666667
39.42,-85.02,232,28.8666666666667
39.87,-85.18,304,27.0333333333333
38.37,-85.68,160,29.9
41.13,-85.48,259,26.2333333333333
39.2,-85.92,189,28.7666666666667
38.87,-86.83,232,29.3666666666667
39.97,-86.93,232,28.2333333333333
40.62,-86.67,171,27.9333333333333
38.45,-86.7,210,28.5333333333333
40.27,-85.83,260,27.3
38.32,-86.45,192,29.5333333333333
37.97,-87.55,119,30.6666666666667
38.03,-87.53,118,30.7666666666667
40.18,-85.12,317,27.2666666666667
41.17,-85.13,251,27.0666666666667
40.32,-86.5,253,27
38.87,-87.3,168,28.2666666666667
41.57,-85.83,245,26.8666666666667
39.63,-86.85,262,27.5666666666667
39.78,-85.75,264,27.8
39.35,-85.48,290,27.7666666666667
41.55,-87.28,195,26.5
40.85,-85.5,221,28.0666666666667
39.73,-86.27,247,28.4
39.75,-86.12,229,27.2666666666667
40.77,-87.45,210,28.1
41.08,-86.52,229,27.6333333333333
40.48,-86.13,256,26.8666666666667
40.35,-86.87,183,27.4666666666667
41.65,-85.42,275,26.4
41.6,-86.72,247,26.3666666666667
41.28,-87.43,217,26.9666666666667
38.73,-85.4,139,28.8
40.57,-85.67,241,27.4666666666667
39.43,-86.42,183,26.8666666666667
37.95,-87.88,126,29.8666666666667
40.23,-85.38,287,27.3
39.93,-85.38,296,26.6666666666667
39.55,-86.1,241,27.3333333333333
39.02,-85.62,223,28.5333333333333
39.9,-85.98,242,27.2
38.88,-86.55,198,28.9
38.55,-86.48,171,29.3666666666667
40.07,-87.5,189,28.2333333333333
40.42,-85,278,26.8
41.63,-85.2,302,26
38.35,-87.58,146,29.3
40.93,-87.15,198,27.4333333333333
39.88,-84.88,308,27.4333333333333
41.07,-86.22,235,26.6
39.77,-87.23,210,29.1
39.6,-85.45,291,27.8333333333333
38.17,-86.8,165,29.1666666666667
38.62,-86.08,244,28.9
38.7,-85.77,168,29.4
38.98,-85.9,175,28.5
38.67,-86.8,168,29.1
41.75,-86.17,244,26.5
39.28,-86.77,171,27.0333333333333
38.28,-87.25,134,29.1
37.95,-86.77,119,29.6
39.35,-87.42,171,29.1
41.52,-87.03,247,27.1666666666667
38.75,-85.07,143,30.3666666666667
38.73,-87.5,137,29.1
40.8,-85.83,232,27.0333333333333
41.43,-86.93,226,26.9333333333333
41.23,-85.85,247,25.9
38.67,-87.18,148,29.9333333333333
40.47,-87,217,26.9333333333333
41.25,-87.08,200,27.1
40,-86.35,285,28.1666666666667
41.02,-86.58,210,27.2
40.17,-84.97,332,26.6666666666667
48.067,-112.75,1753,19.2666666666667
47.083,-112.733,2119,19.4666666666667
46.367,-112.25,2439,15.6333333333333
42.75,-112.483,1979,23.6333333333333
40.433,-112.217,2713,30
39.933,-112.417,2287,24.7666666666667
38.883,-112.25,2683,22.4
37.483,-112.517,2244,27.5666666666667
41.07,-92.78,268,28.0333333333333
43.07,-94.3,375,27.2666666666667
42.77,-92.78,323,27.6333333333333
42.02,-93.77,336,27.4666666666667
42.12,-91.3,265,27.5666666666667
41.72,-93.62,293,27.1666666666667
41.4,-94.98,339,28.0333333333333
41.7,-94.95,393,28.0666666666667
40.82,-94.05,372,28
40.68,-94.73,369,28.6333333333333
41.9,-92.27,256,27.6
42.27,-90.42,184,26.9666666666667
40.8,-92.42,256,28.9333333333333
42.07,-93.88,345,27.4666666666667
43.07,-93.82,375,26.9333333333333
40.82,-91.17,214,27.8666666666667
40.78,-91.12,216,28.0333333333333
42.07,-94.87,390,27.9
42.3,-91,268,26.8
42.07,-95.82,439,28.2333333333333
41.88,-91.7,275,27.1333333333333
41.98,-91.65,247,28
40.72,-92.88,308,28
41,-93.25,287,27.5333333333333
43.05,-92.67,309,26.8
42.75,-95.57,414,28.0666666666667
40.73,-95.03,320,29.0666666666667
42.73,-93.73,357,27.1
41.8,-90.27,178,27.4666666666667
42.03,-93.3,305,26.8666666666667
41.28,-91.37,186,27.8666666666667
41,-94.72,390,27.7
40.77,-93.32,329,28.2666666666667
43.37,-92.12,390,26.0333333333333
41.05,-94.37,394,28.1666666666667
43.3,-91.8,262,27.5
42,-95.37,397,27.3333333333333
41.53,-93.65,294,27.9666666666667
42.53,-90.65,189,28.4
42.4,-90.7,326,26.2666666666667
42.37,-93.1,336,27.4333333333333
42.85,-91.4,223,27.5333333333333
43.1,-94.67,375,27.9666666666667
43.42,-94.83,397,27.1333333333333
41.03,-91.95,226,28.4
42.85,-91.8,320,26.6333333333333
43.28,-93.63,396,27
42.5,-94.2,340,28.0333333333333
40.63,-91.28,162,28.1333333333333
41.05,-95.72,323,28.8666666666667
41.32,-94.47,397,28.4666666666667
41.73,-92.73,305,26.9333333333333
42.4,-92.72,320,27.0666666666667
41.68,-94.5,369,27.8
42.78,-91.1,189,26.9333333333333
42.75,-93.2,348,27.1
41.65,-95.32,369,28.1666666666667
43,-96.48,363,29.2666666666667
42.72,-94.22,336,27.4
42.32,-95.47,378,27.5
42.48,-91.82,313,26.7
41.37,-93.55,287,28.3
41.67,-91.53,235,28.8333333333333
42.52,-93.25,344,27.8666666666667
42.02,-94.37,320,28.7
40.4,-91.4,187,28.3333333333333
40.72,-91.97,217,29.6333333333333
41.32,-93.1,278,27.8666666666667
43.45,-95.32,451,26.5666666666667
40.62,-93.95,348,28.6666666666667
41.58,-90.42,177,27.8333333333333
42.78,-96.17,364,29.2333333333333
40.75,-93.75,339,28.0666666666667
41.63,-95.78,302,29.1
42.48,-91.45,302,26.4
42.23,-95.8,378,28.7333333333333
42.07,-92.93,271,27.1666666666667
43.18,-93.2,351,26.2333333333333
43.15,-93.33,369,27.0333333333333
43.38,-95.18,427,27.2666666666667
40.68,-94.3,378,27.6333333333333
40.95,-91.55,223,27.0333333333333
41.43,-91.05,207,28.3333333333333
43.07,-92.32,354,26.3666666666667
41.7,-93.07,290,28.4
43.45,-93.22,372,26.3333333333333
41.32,-95.38,351,27.8666666666667
42.67,-91.92,314,26.3333333333333
42.03,-96.1,320,29.3666666666667
43.28,-92.8,357,26.9666666666667
41.03,-93.77,348,26.9666666666667
41.28,-92.67,247,27.3666666666667
41.1,-92.45,258,28.1666666666667
42.72,-94.65,372,27.7
43.08,-95.63,464,28.0333333333333
40.82,-92.9,296,27.7333333333333
41.02,-95.22,317,29.5
43.43,-96.17,411,28.3666666666667
42.4,-94.62,369,27.7333333333333
42.43,-94.98,387,27
43.18,-95.65,473,26.9
43.18,-95.85,433,27.3333333333333
43.4,-95.75,454,26.1
40.75,-95.63,320,29.0333333333333
41.33,-92.2,238,27.4333333333333
43.08,-96.17,442,28.8
42.38,-96.37,334,29
43.17,-95.15,406,27.8
42.63,-95.18,434,27.4666666666667
43.38,-94.28,363,27.2333333333333
41.77,-91.13,247,27.2333333333333
41.98,-92.58,280,27.5333333333333
42.82,-92.25,284,26.4333333333333
41.28,-91.68,230,28.4666666666667
42.55,-92.4,265,27.2
42.47,-93.82,317,27.2666666666667
41.65,-92.02,244,27.2666666666667
41.32,-94.02,342,28.1333333333333
48.8,-113.85,1921,15.8666666666667
48.8,-113.6667,1494,21.7333333333333
46.417,-113.433,2198,19
46.883,-113.317,1427,24.7666666666667
43.75,-113.933,2409,20.1
37.483,-113.85,1860,28.2
38.92,-97.22,354,33
39.47,-98.83,485,32.9666666666667
37.15,-98.08,408,34.5666666666667
37.2,-99.77,600,34.8666666666667
39.57,-95.12,288,31.1333333333333
39.8,-101.05,881,32.5333333333333
39.83,-97.62,461,31.2
39.47,-98.1,427,32.4666666666667
38.52,-99.2,613,32.9666666666667
39.35,-101.37,1040,31.3666666666667
38.05,-96.63,445,31.6333333333333
38.8,-99.73,656,32.5333333333333
39.72,-96.13,387,30.3666666666667
37.67,-95.48,299,31.4333333333333
37.8,-100.35,802,32.7
39.38,-97.13,366,32.7
38.93,-95.33,299,29.5333333333333
39.38,-101.07,967,31.8333333333333
37.27,-99.33,635,33.5666666666667
37.17,-94.85,274,31.8333333333333
39.55,-97.65,449,32.0666666666667
38.37,-96.55,363,31.7
38.68,-96.52,403,31.2666666666667
37.77,-99.97,791,33
37.82,-96.83,408,32
37,-101.9,1104,33.1666666666667
38.72,-98.23,466,32.3333333333333
38.43,-96.2,372,30.9333333333333
38.85,-96.1,433,29.8666666666667
37.82,-96.28,332,32.7333333333333
38.25,-96.93,384,32.0666666666667
37.85,-94.7,258,31.8
37.97,-100.82,867,33.2666666666667
37.98,-100.82,866,32.4
38.28,-95.23,320,31.0666666666667
37.52,-94.83,302,31.3
39.5,-98.32,458,31.5
39.37,-101.7,1115,31.7666666666667
38.35,-98.77,564,33.1666666666667
37.6,-99.3,683,33.6666666666667
38.87,-99.33,613,32.9333333333333
38.6,-100.62,869,32.5
38.67,-96.98,406,32.4333333333333
38.67,-94.9,308,29.7666666666667
39.67,-95.52,314,31.3666666666667
37.48,-96.27,339,32.4
39.35,-100.45,824,32.4
38.1,-98.65,570,34.3666666666667
37.17,-101.33,946,33.2333333333333
37.93,-98.03,479,33.7333333333333
37.25,-95.7,238,33.0666666666667
37.92,-95.43,290,31.4666666666667
38.25,-99.97,692,33
38.25,-95.75,332,30.3333333333333
38.62,-97.95,454,32.5
37.93,-101.25,914,33.4
38.18,-99.1,608,33.4666666666667
38.97,-95.27,299,30.7333333333333
39.32,-94.93,277,31.2333333333333
38.48,-101.37,1007,31.9333333333333
37.05,-100.92,864,34.8666666666667
39.05,-98.15,418,34.4333333333333
39.9,-98.03,488,30.8666666666667
39.2,-96.58,325,32
39.78,-98.22,543,30.6
38.38,-97.08,418,31.8666666666667
39.78,-101.38,1028,31.3333333333333
38.38,-97.67,456,33.3333333333333
37.28,-100.33,763,33.9
37.28,-98.58,457,34.1
38.5,-95.7,332,29.8666666666667
39.08,-96.88,369,31.2
39.13,-97.7,399,34.0333333333333
38.15,-94.82,262,29.9666666666667
37.18,-95.45,244,31.6333333333333
38.45,-99.9,689,33.4666666666667
38.07,-97.28,464,33
39.82,-99.93,713,32.0333333333333
39.7,-99.83,719,32.6333333333333
37.47,-97.87,454,34.7333333333333
39.13,-100.85,927,30.6666666666667
39.83,-100.52,774,32.5333333333333
38.88,-94.77,322,30.2333333333333
38.62,-95.28,274,31.2666666666667
38.57,-94.87,268,31.2666666666667
37.33,-95.27,278,31.3
39.12,-95.42,293,30.2
39.73,-99.32,581,32.9
38.65,-95.57,323,30.9
39.07,-100.23,812,31.9
37.33,-101.77,1034,32.7666666666667
38.87,-98.82,570,32.7333333333333
38.9,-101.18,903,33.9333333333333
39.77,-101.8,1025,32.4
38.82,-97.57,389,33.0666666666667
38.48,-100.9,905,32.6333333333333
37.13,-96.18,268,33.0333333333333
38.9,-101.75,1049,33.1333333333333
39.78,-98.78,549,32.6
38.22,-98.2,500,33.3333333333333
37.48,-100.83,888,32.8
37.98,-101.77,994,33.1666666666667
39.07,-95.63,269,30.9
37.75,-95.93,293,31
38.47,-101.77,1101,32.6
39.78,-95.08,329,29.8333333333333
39.25,-96.6,323,30.9666666666667
37.58,-101.35,930,33.4
39.02,-99.88,747,33.1666666666667
39.2,-96.3,302,31.9666666666667
39.82,-97.05,397,31.8333333333333
39.42,-99.42,567,32.4666666666667
37.65,-97.43,403,34.3333333333333
38.97,-98.48,461,32.4333333333333
37.85,-95.68,311,30.8333333333333
46.467,-114.633,1881,19.8666666666667
46.633,-114.583,1598,22.3333333333333
46.15,-114.5,1951,20.0666666666667
43.833,-114.267,2409,20.8
43.483,-114.817,1750,23.9333333333333
38.45,-82.62,171,29.8666666666667
36.87,-83.88,305,29.3
36.87,-88.95,101,31.6333333333333
36.9,-86.13,180,31.6333333333333
36.85,-83.33,354,28.0666666666667
37.42,-86.87,134,30.3333333333333
37.57,-84.3,326,28.5666666666667
37.92,-85.65,168,31.2333333333333
36.97,-86.43,161,31.8333333333333
37.48,-85.15,201,30.1333333333333
37.8,-84.72,235,29.6
38.68,-85.18,146,29.5333333333333
39.05,-84.67,271,28.6333333333333
37.48,-84.43,336,30.1333333333333
38.38,-84.3,207,28.9
37.65,-84.77,293,28.9
37.75,-84.33,305,28.8666666666667
38.67,-84.33,171,28.5666666666667
38.12,-83.55,207,29.7666666666667
38.23,-84.87,152,29.3666666666667
36.97,-88.28,122,32.7333333333333
37,-85.92,238,31.1666666666667
36.9,-88,119,31
37.4,-83.93,390,27.5
38.32,-82.95,180,29
37.25,-85.5,180,30.6
37.55,-83.77,201,30.0666666666667
37.75,-87.63,116,30.2333333333333
37.53,-85.73,240,29.2666666666667
36.83,-87.5,180,29.9
37.6,-83.32,414,28.5333333333333
37.52,-86.3,189,29.6
38.03,-84.6,299,28.8
37.08,-84.08,363,29.2
38.18,-85.73,153,30.9333333333333
36.97,-88.83,146,32.5333333333333
37.32,-87.48,134,31.6666666666667
37.1,-83.72,259,28.9666666666667
36.78,-88.63,116,30.9333333333333
36.6,-83.73,358,29.6333333333333
36.83,-84.83,284,29.6
37.35,-84.33,348,28.5666666666667
36.62,-88.33,125,30.7
37.28,-86.25,186,32.3666666666667
37.77,-87.15,123,28.7
37.07,-88.77,121,31.6333333333333
37.1,-88.6,99,31.3666666666667
37.12,-87.87,153,31.2
37.4,-87.77,122,29.9666666666667
37.22,-86.9,122,30.5666666666667
37.62,-86.5,169,30.2666666666667
36.75,-86.2,235,29.9666666666667
38.2,-85.2,223,30.0666666666667
37.12,-84.62,311,30.3
36.7,-84.48,433,30.3333333333333
36.88,-85.72,262,30.1666666666667
38.77,-84.97,142,29
37.42,-84.6,384,28.8
37.92,-83.25,244,29.5666666666667
36.73,-84.17,287,30.7
38.65,-84.62,287,28.4666666666667
46.567,-115.75,1393,22.3333333333333
46.483,-115.633,1771,20.2333333333333
46.567,-115.283,1817,19.7
46.983,-115.033,1845,18.2
46.767,-115.3,1915,18.5333333333333
44.283,-115.65,1640,25.1666666666667
43.917,-115.667,1860,23.2666666666667
40.283,-115.533,2591,21.1666666666667
40.967,-115.1,2591,22.1666666666667
31.32,-92.47,27,34.8
31.38,-92.3,33,33.9
30.7,-90.53,52,34.6333333333333
32.12,-93.1,70,33.4333333333333
32.78,-91.9,46,34.2
30.53,-91.13,20,34.1
32.37,-92.93,95,33.3
30.78,-89.87,31,33.1666666666667
31.38,-92.72,34,33.5666666666667
30.95,-92.17,24,34.1333333333333
29.33,-89.52,2,31.9666666666667
32.52,-92.33,55,34.1333333333333
30.2,-91.12,9,33.1
30.8,-90.97,61,33.3666666666667
30.53,-90.12,12,33.9
30.22,-92.4,6,33.2666666666667
29.58,-89.83,1,31.9333333333333
30.07,-91.03,9,33.8
30.87,-92.8,46,33.9333333333333
29.82,-91.55,4,31.9666666666667
30.8,-90.13,46,34.2666666666667
29.43,-90.3,0,31.9333333333333
30.43,-92.03,17,33.7
29.88,-93.42,3,32.6666666666667
30.5,-90.37,10,34.1333333333333
32.75,-93.07,122,33
29.58,-90.73,5,32.5333333333333
29.95,-91.72,6,32.3
31.67,-92.2,64,33.4666666666667
30.2,-92.67,8,33.6
31.48,-91.85,21,33.3666666666667
30.2,-91.98,12,34.0333333333333
30.12,-93.22,5,33.1
32.8,-91.18,31,32.8333333333333
31.13,-93.27,73,33.9666666666667
29.78,-92.22,12,32.5
